x,y
-5.0,-5.3622595735061935
-4.898989898989899,-5.223843774280658
-4.797979797979798,-5.499973772920474
-4.696969696969697,-5.467182679685457
-4.595959595959596,-5.470319965316014
-4.494949494949495,-5.735440221746189
-4.393939393939394,-5.696084690536582
-4.292929292929293,-5.948320726188171
-4.191919191919192,-6.21899965599407
-4.090909090909091,-5.978535605384283
-3.9898989898989896,-6.296684336605182
-3.888888888888889,-6.263113230611079
-3.787878787878788,-6.551571649794261
-3.686868686868687,-6.400786452058464
-3.5858585858585856,-6.683849358054907
-3.484848484848485,-6.675173868912741
-3.383838383838384,-6.711595068280689
-3.282828282828283,-7.085267830067251
-3.1818181818181817,-7.094273817139296
-3.080808080808081,-7.1312760402993005
-2.9797979797979797,-7.2449727648019335
-2.878787878787879,-7.264338669609582
-2.7777777777777777,-7.372169907549896
-2.676767676767677,-7.548319939637247
-2.5757575757575757,-7.7724472647963525
-2.474747474747475,-7.948516855501153
-2.3737373737373737,-7.766413229024878
-2.272727272727273,-7.880627946388853
-2.1717171717171717,-8.13668159523692
-2.070707070707071,-8.21945417553969
-1.9696969696969697,-8.43787119448681
-1.868686868686869,-8.324933321199847
-1.7676767676767677,-8.529655564847781
-1.6666666666666665,-8.732309224072328
-1.5656565656565657,-8.875319678683756
-1.4646464646464645,-8.667743628218911
-1.3636363636363638,-8.811325869946238
-1.2626262626262625,-9.167970873751907
-1.1616161616161618,-9.095620028984198
-1.0606060606060606,-9.177057185005475
-0.9595959595959593,-9.414605479631273
-0.858585858585859,-9.257327517858682
-0.7575757575757578,-9.573904478027313
-0.6565656565656566,-9.654773081475975
-0.5555555555555554,-9.567192642779363
-0.45454545454545503,-9.759209811195392
-0.3535353535353538,-9.625660322051127
-0.2525252525252526,-9.715015552904251
-0.15151515151515138,-9.85941577927807
-0.050505050505050164,-10.002424375381683
0.050505050505050164,-10.198358108012155
0.15151515151515138,-10.175742526627944
0.2525252525252526,-10.059152809942962
0.3535353535353538,-10.41714414333032
0.45454545454545414,-10.474449339595116
0.5555555555555554,-10.16576965292306
0.6565656565656566,-10.4956000957068
0.7575757575757578,-10.612501133180384
0.8585858585858581,-10.640717514580443
0.9595959595959593,-10.654079448720195
1.0606060606060606,-10.735145464627164
1.1616161616161618,-10.549752489679367
1.262626262626262,-10.602169195261729
1.3636363636363633,-10.898107592085688
1.4646464646464645,-10.59160339062311
1.5656565656565657,-10.688105829990473
1.666666666666667,-10.924121271471968
1.7676767676767673,-10.823320364821804
1.8686868686868685,-11.017579275976532
1.9696969696969697,-11.008202143283446
2.070707070707071,-10.777859413282712
2.1717171717171713,-11.10104291226288
2.2727272727272725,-10.900211335217971
2.3737373737373737,-10.852619190111525
2.474747474747475,-10.844993859611368
2.5757575757575752,-11.101578061573846
2.6767676767676765,-10.871215281558158
2.7777777777777777,-10.9380757228717
2.878787878787879,-10.947576099184765
2.9797979797979792,-11.07537397565261
3.0808080808080813,-10.917117084454787
3.1818181818181817,-10.74916177322604
3.282828282828282,-10.802289906219485
3.383838383838384,-10.757528195045012
3.4848484848484844,-10.824062240597577
3.5858585858585865,-10.961289020297231
3.686868686868687,-10.83019993127966
3.787878787878787,-10.618064486073678
3.8888888888888893,-10.691093837506626
3.9898989898989896,-10.464048394457095
4.09090909090909,-10.398829870387573
4.191919191919192,-10.631619088968746
4.292929292929292,-10.449275816562547
4.3939393939393945,-10.343390490606136
4.494949494949495,-10.069049366693426
4.595959595959595,-10.203765503270898
4.696969696969697,-10.065568175763255
4.797979797979798,-10.078108061522999
4.8989898989899,-9.926763255483813
5.0,-9.768019012164597
