x,y
-5.0,9.830974453893937
-4.898989898989899,9.872855476780583
-4.797979797979798,10.242133789789046
-4.696969696969697,10.381830200549325
-4.595959595959596,10.534831294128656
-4.494949494949495,10.450466332826968
-4.393939393939394,10.833253428154483
-4.292929292929293,10.863677018233673
-4.191919191919192,11.168824636331042
-4.090909090909091,11.249874602026303
-3.9898989898989896,11.075221095531882
-3.888888888888889,11.267132612388828
-3.787878787878788,11.55619562819352
-3.686868686868687,11.301761347386334
-3.5858585858585856,11.514903611298148
-3.484848484848485,11.550437700900558
-3.383838383838384,11.662703509131942
-3.282828282828283,11.669331590680175
-3.1818181818181817,11.554901170774231
-3.080808080808081,11.651281068465838
-2.9797979797979797,11.763208015935417
-2.878787878787879,11.666120596817844
-2.7777777777777777,11.721220458379436
-2.676767676767677,11.512729514530069
-2.5757575757575757,11.744623412198097
-2.474747474747475,11.394462870022547
-2.3737373737373737,11.501958912991652
-2.272727272727273,11.404501300698627
-2.1717171717171717,11.317891458188322
-2.070707070707071,11.400559795344915
-1.9696969696969697,11.297139218671255
-1.868686868686869,11.251943506532667
-1.7676767676767677,11.237656019401904
-1.6666666666666665,11.098262702615136
-1.5656565656565657,11.199759834460528
-1.4646464646464645,11.20786705089855
-1.3636363636363638,10.951788474229335
-1.2626262626262625,10.920031187443023
-1.1616161616161618,10.834005022900644
-1.0606060606060606,10.719866628041922
-0.9595959595959593,10.671240910514598
-0.858585858585859,10.727371447619735
-0.7575757575757578,10.670136831558583
-0.6565656565656566,10.384571178558945
-0.5555555555555554,10.569898370045186
-0.45454545454545503,10.386539312815584
-0.3535353535353538,10.452857110555605
-0.2525252525252526,10.046142731004695
-0.15151515151515138,9.908754169021435
-0.050505050505050164,9.844456196640271
0.050505050505050164,9.98960735899904
0.15151515151515138,9.811674589399836
0.2525252525252526,9.95848900366359
0.3535353535353538,9.898795298199417
0.45454545454545414,9.619952733472445
0.5555555555555554,9.695952014701131
0.6565656565656566,9.60092023391416
0.7575757575757578,9.56808874948642
0.8585858585858581,9.51760088014228
0.9595959595959593,9.506455828480625
1.0606060606060606,9.35825534906057
1.1616161616161618,9.56091776055275
1.262626262626262,9.36389275047022
1.3636363636363633,9.39537557277481
1.4646464646464645,9.317285279784043
1.5656565656565657,9.511627161510416
1.666666666666667,9.363249757868617
1.7676767676767673,9.522162866109625
1.8686868686868685,9.338722967648517
1.9696969696969697,9.336882948268508
2.070707070707071,9.492679506679766
2.1717171717171713,9.632880266671853
2.2727272727272725,9.402765117085938
2.3737373737373737,9.37983840083624
2.474747474747475,9.59192434937975
2.5757575757575752,9.54639763195717
2.6767676767676765,9.995993876520208
2.7777777777777777,9.907826913487154
2.878787878787879,9.844301041940865
2.9797979797979792,10.249725202061624
3.0808080808080813,10.150505372962037
3.1818181818181817,10.272409349891726
3.282828282828282,10.694742130972926
3.383838383838384,10.738461403111847
3.4848484848484844,10.848730710885013
3.5858585858585865,11.112297360758433
3.686868686868687,11.388426382679071
3.787878787878787,11.409149412960685
3.8888888888888893,11.592399510607386
3.9898989898989896,11.893736067802848
4.09090909090909,12.104137197368644
4.191919191919192,12.361728343331782
4.292929292929292,12.70690243984448
4.3939393939393945,13.28446924072527
4.494949494949495,13.2177569568535
4.595959595959595,13.85425489172714
4.696969696969697,14.061636539456524
4.797979797979798,14.543312170079474
4.8989898989899,14.771168651237254
5.0,15.193672110440746
