x,y
-5.0,-14.308106776423728
-4.898989898989899,-12.452246613044776
-4.797979797979798,-10.424922578495394
-4.696969696969697,-9.15328042526989
-4.595959595959596,-7.634639186849163
-4.494949494949495,-8.889907005975733
-4.393939393939394,-6.389644422714151
-4.292929292929293,-5.92085266957881
-4.191919191919192,-3.1302177920141783
-4.090909090909091,-3.67573588356476
-3.9898989898989896,-1.38109661553238
-3.888888888888889,-0.879736741185305
-3.787878787878788,-2.3050165322500837
-3.686868686868687,-0.6288458781010746
-3.5858585858585856,1.7428770960468154
-3.484848484848485,2.431032529296297
-3.383838383838384,0.580141745089974
-3.282828282828283,2.968477839607979
-3.1818181818181817,4.11135529955304
-3.080808080808081,2.664140303945716
-2.9797979797979797,2.7369408548698213
-2.878787878787879,4.791302106983238
-2.7777777777777777,3.5217949394956483
-2.676767676767677,4.995700563184293
-2.5757575757575757,7.435602268300933
-2.474747474747475,6.304128250525858
-2.3737373737373737,5.445558672350972
-2.272727272727273,5.481861383138689
-2.1717171717171717,8.292287231051716
-2.070707070707071,9.355535001131301
-1.9696969696969697,6.467263447060306
-1.868686868686869,8.30354692356548
-1.7676767676767677,7.971504279116508
-1.6666666666666665,8.750296981031699
-1.5656565656565657,10.04588360955071
-1.4646464646464645,10.408609076331208
-1.3636363636363638,8.034991891318917
-1.2626262626262625,7.387162684966481
-1.1616161616161618,7.388663556013373
-1.0606060606060606,8.705249194167422
-0.9595959595959593,7.973473415077291
-0.858585858585859,9.394023408019047
-0.7575757575757578,8.44504747299267
-0.6565656565656566,8.768370649616774
-0.5555555555555554,8.405849540189855
-0.45454545454545503,9.320065663752093
-0.3535353535353538,9.375467272118367
-0.2525252525252526,11.393869334130736
-0.15151515151515138,9.98432661332517
-0.050505050505050164,11.842570977254267
0.050505050505050164,11.319367358447954
0.15151515151515138,11.9566836826913
0.2525252525252526,11.658882428581817
0.3535353535353538,9.368297932830522
0.45454545454545414,10.321253616987061
0.5555555555555554,11.233459516237152
0.6565656565656566,11.899825354011618
0.7575757575757578,9.584204342533454
0.8585858585858581,12.100049236303196
0.9595959595959593,9.24636014123784
1.0606060606060606,12.608834522826635
1.1616161616161618,10.936218294245768
1.262626262626262,13.334581215585594
1.3636363636363633,12.368391739082803
1.4646464646464645,11.207544686256362
1.5656565656565657,10.612146484943802
1.666666666666667,11.20350003373537
1.7676767676767673,11.957677446176596
1.8686868686868685,11.59815368475345
1.9696969696969697,13.096414108775853
2.070707070707071,13.091238112789101
2.1717171717171713,14.52152026641848
2.2727272727272725,14.978404949894172
2.3737373737373737,14.300603976299127
2.474747474747475,13.993799705000416
2.5757575757575752,15.638079558481685
2.6767676767676765,18.054628285535117
2.7777777777777777,17.68708374959593
2.878787878787879,18.85027495596601
2.9797979797979792,18.06568954773005
3.0808080808080813,21.188338208473592
3.1818181818181817,21.22244399145443
3.282828282828282,23.34524218454888
3.383838383838384,21.976684079857435
3.4848484848484844,22.63152608293844
3.5858585858585865,23.53065661468296
3.686868686868687,25.573465568401687
3.787878787878787,25.141065431664035
3.8888888888888893,28.45201618761755
3.9898989898989896,28.885412298544082
4.09090909090909,30.09639065668112
4.191919191919192,29.873609150672902
4.292929292929292,31.176174018872622
4.3939393939393945,35.55637936295279
4.494949494949495,35.86545936446921
4.595959595959595,38.66194116954928
4.696969696969697,39.3459085985229
4.797979797979798,39.620792235833854
4.8989898989899,41.669618486211185
5.0,41.648263509251336
